SITE
upper aerodigestive tract
upper aerodigestive tract
upper aerodigestive tract
lung
haematopoietic and lymphoid tissue
haematopoietic and lymphoid tissue
central nervous system
central nervous system
central nervous system
central nervous system
central nervous system
central nervous system
stomach
skin
lung
haematopoietic and lymphoid tissue
NA
autonomic ganglia
bone
breast
large intestine
bone
liver
soft tissue
lung
haematopoietic and lymphoid tissue
skin
skin
skin
skin
skin
skin
skin
lung
haematopoietic and lymphoid tissue
autonomic ganglia
autonomic ganglia
autonomic ganglia
NA
autonomic ganglia
bone
haematopoietic and lymphoid tissue
autonomic ganglia
ovary
NA
kidney
soft tissue
kidney
kidney
kidney
kidney
kidney
kidney
central nervous system
endometrium
large intestine
large intestine
upper aerodigestive tract
upper aerodigestive tract
upper aerodigestive tract
endometrium
biliary tract
central nervous system
biliary tract
large intestine
ovary
upper aerodigestive tract
kidney
stomach
large intestine
liver
stomach
central nervous system
pancreas
stomach
biliary tract
large intestine
biliary tract
pancreas
kidney
liver
liver
large intestine
pancreas
liver
liver
central nervous system
upper aerodigestive tract
liver
biliary tract
central nervous system
large intestine
stomach
stomach
stomach
large intestine
stomach
central nervous system
stomach
endometrium
stomach
central nervous system
liver
large intestine
ovary
biliary tract
liver
liver
upper aerodigestive tract
ovary
large intestine
large intestine
large intestine
large intestine
lung
haematopoietic and lymphoid tissue
haematopoietic and lymphoid tissue
NA
pancreas
haematopoietic and lymphoid tissue
haematopoietic and lymphoid tissue
haematopoietic and lymphoid tissue
haematopoietic and lymphoid tissue
haematopoietic and lymphoid tissue
haematopoietic and lymphoid tissue
pancreas
haematopoietic and lymphoid tissue
haematopoietic and lymphoid tissue
haematopoietic and lymphoid tissue
haematopoietic and lymphoid tissue
central nervous system
large intestine
lung
bone
large intestine
large intestine
lung
urinary tract
central nervous system
pancreas
large intestine
large intestine
large intestine
thyroid
large intestine
urinary tract
large intestine
lung
large intestine
bone
urinary tract
lung
pancreas
breast
large intestine
central nervous system
haematopoietic and lymphoid tissue
bone
pancreas
urinary tract
oesophagus
oesophagus
soft tissue
oesophagus
soft tissue
oesophagus
oesophagus
soft tissue
oesophagus
oesophagus
soft tissue
oesophagus
oesophagus
oesophagus
endometrium
haematopoietic and lymphoid tissue
stomach
haematopoietic and lymphoid tissue
lung
central nervous system
NA
haematopoietic and lymphoid tissue
haematopoietic and lymphoid tissue
ovary
ovary
thyroid
NA
NA
NA
NA
NA
thyroid
kidney
kidney
kidney
ovary
central nervous system
central nervous system
central nervous system
haematopoietic and lymphoid tissue
bone
central nervous system
central nervous system
haematopoietic and lymphoid tissue
skin
skin
breast
breast
urinary tract
urinary tract
urinary tract
kidney
kidney
prostate
urinary tract
kidney
kidney
skin
skin
skin
skin
skin
skin
haematopoietic and lymphoid tissue
pancreas
upper aerodigestive tract
salivary gland
upper aerodigestive tract
upper aerodigestive tract
central nervous system
central nervous system
breast
breast
