TNFRSF14
ANGPTL4
ANPEP
APAF1
APEX1
APEX2
AREG
ARF6
ARHGDIA
ARHGEF7
ARRDC3
ASB1
ATP5A1
ATP5B
ATP5C1
ATP5F1
ATP5G1
ATP5G2
ATP5G3
ATP5H
ATP5I
ATP5J
ATP5J2
ATP5L
ATP5O
ATRIP
ATXN3
AURKB
BAD
BAIAP2
BAK1
BAX
BBC3
BCAR1
BCL2A1
BCL2L1
BCL2L10
BCL2L2
BID
BIK
BIRC5
BLC
BMI1
BMP2
BNIP3
BNIP3L
BOK
BPGM
CAPN1
CAPN2
CASP1
CASP10
CASP14
CASP2
CASP3
CASP4
CASP5
CASP6
CASP7
CASP9
CAV1
CBX3
CCL15
CCL2
CCNB1
CCNB2
CCNF
CCNG1
CCNH
CCNO
CD82
CDC16
CDC20
CDC25A
CDC25C
CDC42
CDC6
CDK1
CDK2
CDK7
CDKN2B
CDKN2D
CDKN3
CFL1
CFLAR
CHEK1
CHUK
CIB1
COL4A3
COX4I1
COX5A
COX5B
COX6A1
COX6A2
COX6B1
COX6C
COX7A2
COX7A2L
COX7B
COX8A
CRADD
CRK
CRY1
CTSB
CTSK
CTSL
CTTN
CXCL11
CXCL12
CXCL13
CXCL14
CXCL3
CXCL5
CXCL6
CXCL9
CYB561D1
CYC1
CS
CSF1
CSF3
CSNK2A2
CST7
DAPK1
DCLRE1C
DDB1
DEDD
DEDD2
DIAPH1
DKC1
DLAT
DLD
DLST
DMC1
DNAJB1
DNMT1
DPP4
E2F1
E2F3
EDIL3
EDN1
EGF
EGR1
ELK1
EME1
ENAH
ENO1
ENO2
ENO3
ERCC1
ERCC6
ERCC8
EREG
ETS1
ETS2
EXO1
F3
FADD
FANCA
FANCG
FAP
FASLG
FBP1
FBP2
FEN1
FGF1
FGF2
FLT1
FOS
FOXD3
FST
G6PC
G6PC3
G6PD
GADD45A
GADD45B
GADD45G
GALM
GAR1
GBE1
GCK
GPI
GSK3A
GSK3B
GYS1
GYS2
H2AFX
H6PD
HDAC1
HDAC2
HDAC3
HDAC5
HDAC6
HDAC7
HGF
HIC1
HK2
HK3
HRK
HSPA1A
HSPA1B
HSPA1L
HTATIP2
HUS1
ICAM1
ICAM3
IDH3A
IDH3B
IDH3G
IFNG
IGF1
IGF1R
IGF2R
IGFBP2
IGFBP7
IKBKE
IL10
IL13
IL15
IL6
IL7
ILK
ITGA4
ITGAM
ITGB1
ITGB2
ITGB3
JAG1
JUNB
JUND
KAT2B
KAT5
KISS1
KITLG
LIG1
LIG3
LIG4
LIMK1
LRP5L
LTA
MAD1L1
MCL1
MCM2
MCM3
MCM4
MCM5
MDC1
MDH1
MDH1B
MDH2
METAP2
MGMT
MIF
MLH3
MMP1
MMP10
MMP11
MMP12
MMP13
MMP14
MMP2
MMP3
MMP7
MMP9
MMS19
MPG
MSH3
MSH4
MSH5
MTA1
MUS81
MUTYH
MYB
MYCL
MYH10
MYL9
MYLK
NAP1L1
NBN
NCOA1
NCOA3
NCOA6
NDUFA1
NDUFA10
NDUFA11
NDUFA2
NDUFA3
NDUFA4
NDUFA5
NDUFA6
NDUFA8
NDUFAB1
NDUFB10
NDUFB2
NDUFB3
NDUFB4
NDUFB5
NDUFB6
NDUFB7
NDUFB8
NDUFB9
NDUFC1
NDUFC2
NDUFS1
NDUFS2
NDUFS3
NDUFS4
NDUFS5
NDUFS6
NDUFS7
NDUFS8
NDUFV1
NDUFV2
NDUFV3
NEIL1
NEIL2
NEIL3
NFKB1
NFKBIB
NFKBIZ
NGF
NGFR
NHP2
NME4
NOD1
NOP10
NOS3
NOXA
NR4A3
NRP1
NRP2
NTHL1
OGDH
OGG1
PAK1
PAK4
PARP1
PARP2
PARP3
PC
PCK1
PCK2
PCNA
PDHA1
PDHB
PDK1
PDK2
PDK3
PDK4
PDP2
PDPR
PEA15
PECAM1
PF4
PFKL
PFN1
PGF
PGK1
PGK2
PGLS
PGM1
PGM2
PGM3
PHKA1
PHKB
PHKG1
PHKG2
PIDD1
PIF1
PIGF
PIK3C2A
PINX1
PKLR
PLAUR
PLD1
PLK1
PMS1
PNKP
POLB
POLD3
POLL
PPA1
PPARGC1B
PPBP
PPP2R1B
PRC1
PRKCA
PRKDC
PROK2
PRPS1
PRPS1L1
PRPS2
PTGES3
PTK2
PTK2B
PTN
PTPN1
PTTG1
PXN
PYCARD
PYGL
PYGM
RAC2
RAD1
RAD17
RAD18
RAD23A
RAD23B
RAD50
RAD51
RAD51B
RAD51C
RAD51D
RAD52
RAD54L
RAD9A
RAP1A
RARA
RASSF1
RBBP8
RBKS
RBL2
RDX
REL
RELB
REV1
RFC1
RHO
RHOB
RHOC
RIPK2
RND3
RNF168
RNF8
RNU11
ROCK1
RORB
RPA1
RPA3
RPE
RPIA
RTEL1
RUNX3
S100A4
SART1
SDHB
SDHC
SDHD
SERPINB5
SERPINE1
SERPINF1
SH3PXD2A
SIRT1
SLC25A25
SLK
SLX4
SMG6
SMUG1
SNAI1
SNAI2
SNAI3
SOCS3
SP1
SPHK1
SSB
STAT1
STMN1
SUCLA2
SUCLG1
SUCLG2
SUMO1
SVIL
TADA3
TALDO1
TBK1
TCF20
TCF3
TDG
TEP1
TERF1
TERF2
TERF2IP
TGFB1
TIMP1
TIMP2
TINF2
TKT
TLN1
TNF
TNFRSF10A
TNFRSF10B
TNFRSF10C
TNFRSF10D
TNFRSF1A
TNFRSF1B
TNFRSF21
TNFSF4
TNFSF8
TNKS
TNKS2
TOPBP1
TP53AIP1
TP53BP2
TP73
TPI1
TRADD
TRAF1
TRAF2
TWIST1
TWIST2
TYMP
UGP2
UNG
UQCR11
UQCRC1
UQCRC2
UQCRFS1
UQCRH
UQCRQ
VASP
VCL
VEGFA
VEGFB
VEGFC
VEGFD
VIM
WASF1
WASF2
WASL
WEE1
WIPF1
WRAP53
WWOX
XAB2
XPA
XPC
XRCC1
XRCC2
XRCC3
XRCC4
XRCC5
XRCC6
ZEB2
ZHX2

